bibcode,astraatmadja_2016,bj_2015,bj_2018,bj_2021,bj_2023
2022MNRAS.513.1400A,0,0,1,0,0
2022MNRAS.513.1557C,0,0,0,1,0
2022MNRAS.513.2039S,0,0,0,5,0
2022MNRAS.513.2215R,1,1,0,0,0
2022MNRAS.513.2719V,0,0,1,0,0
2022MNRAS.513.2930K,0,0,0,1,0
2022MNRAS.513.3482A,0,0,2,0,0
2022MNRAS.513.3858H,0,0,1,0,0
2022MNRAS.513.4341R,0,0,0,2,0
2022MNRAS.513.4380I,0,0,3,0,0
2022MNRAS.513.5270P,0,0,0,1,0
2022MNRAS.513.5299Y,0,0,0,1,0
2022MNRAS.513.5477H,0,0,1,0,0
2022MNRAS.513.5752M,0,0,1,1,0
2022MNRAS.513.6196R,0,0,1,0,0
2022MNRAS.514..200W,0,0,2,0,0
2022MNRAS.514.1217D,0,0,3,0,0
2022MNRAS.514.1557P,0,0,0,1,0
2022MNRAS.514.2239S,0,0,2,0,0
2022MNRAS.514.2434G,0,0,0,1,0
2022MNRAS.514.2707S,0,0,0,1,0
2022MNRAS.514.3579B,0,0,0,2,0
2022MNRAS.514.4398S,0,0,1,0,0
2022MNRAS.514.4794R,0,0,0,1,0
2022MNRAS.514.4932C,0,0,0,2,0
2022MNRAS.514.5178D,0,0,1,0,0
2022MNRAS.514.6002M,0,0,0,3,0
2022MNRAS.514.6053J,0,0,1,0,0
2022MNRAS.514.6183M,0,0,0,1,0
2022MNRAS.515..571M,0,0,4,0,0
2022MNRAS.515..767M,1,1,1,1,0
2022MNRAS.515.1328D,0,0,0,2,0
2022MNRAS.515.1557R,0,0,1,0,0
2022MNRAS.515.1774N,0,0,0,5,0
2022MNRAS.515.2015N,0,0,0,1,0
2022MNRAS.515.2766K,0,0,0,1,0
2022MNRAS.515.3352B,0,0,0,4,0
2022MNRAS.515.3773B,0,0,0,1,0
2022MNRAS.515.4359C,0,0,0,9,0
2022MNRAS.515.4487P,0,0,1,0,0
2022MNRAS.515.4574N,0,0,0,1,0
2022MNRAS.515.4702L,0,0,0,1,0
2022MNRAS.515.5523L,0,0,0,3,0
2022MNRAS.515.5927S,0,0,2,0,0
2022MNRAS.515L..23I,0,0,1,0,0
2022MNRAS.515L..67S,0,0,0,1,0
2022MNRAS.516..731B,0,0,2,0,0
2022MNRAS.516.1219R,1,1,0,0,0
2022MNRAS.516.1256M,0,0,2,0,0
2022MNRAS.516.1601B,0,0,1,0,0
2022MNRAS.516.2300J,0,0,0,3,0
2022MNRAS.516.2812C,0,0,0,2,0
2022MNRAS.516.2988D,0,0,0,2,0
2022MNRAS.516.3167L,0,0,1,0,0
2022MNRAS.516.3366N,0,0,0,1,0
2022MNRAS.516.4833J,0,0,0,1,0
2022MNRAS.516.4844V,0,0,1,0,0
2022MNRAS.516.4988M,0,0,0,2,0
2022MNRAS.516.5521F,0,1,0,11,0
2022MNRAS.516.5684M,0,0,0,1,0
2022MNRAS.516.5945J,0,0,0,1,0
2022MNRAS.516L..61O,0,0,0,2,0
2022MNRAS.517.1138S,0,0,1,2,0
2022MNRAS.517.1667R,0,0,0,2,0
2022MNRAS.517.1849B,0,0,0,1,0
2022MNRAS.517.1884A,0,0,0,3,0
2022MNRAS.517.1988M,0,0,1,0,0
2022MNRAS.517.2526R,0,0,0,1,0
2022MNRAS.517.2567S,0,0,0,2,0
2022MNRAS.517.3034B,0,0,0,3,0
2022MNRAS.517.3101P,0,0,1,0,0
2022MNRAS.517.3354L,0,0,1,1,0
2022MNRAS.517.3469E,0,1,0,0,0
2022MNRAS.517.3525B,0,0,0,1,0
2022MNRAS.517.3832J,0,0,1,0,0
2022MNRAS.517.3864S,0,0,0,1,0
2022MNRAS.517.3993M,0,0,0,1,0
2022MNRAS.517.4229H,0,0,1,0,0
2022MNRAS.517.4275H,0,0,0,1,0
2022MNRAS.517.4736A,0,0,0,1,0
2022MNRAS.517.5166R,0,0,0,3,0
2022MNRAS.517.5569L,0,0,0,2,0
2022MNRAS.517.5704A,0,0,1,0,0
2022MNRAS.517.5835S,0,0,0,1,0
2022MNRAS.517.6150S,0,3,0,0,0
2022MNRAS.517.6183P,0,0,0,4,0
2022NewA...9201727A,0,0,2,0,0
2022NewA...9701859N,0,0,0,7,0
2022NewA...9701862P,0,0,1,0,0
2022NewA...9701879S,0,0,0,1,0
2022OAP....35...10A,0,0,0,1,0
2022OEJV..222....1V,0,0,0,1,0
2022OEJV..228....1L,0,0,0,1,0
2022PASJ...74..209S,0,1,0,0,0
2022PASJ...74..557Y,0,0,1,0,0
2022PASJ...74..569S,0,0,2,0,0
2022PASJ...74..904H,0,0,0,2,0
2022PASJ...74.1049M,0,0,0,2,0
2022PASJ...74.1131S,0,0,0,2,0
2022PASJ...74.1368A,0,0,0,1,0
2022PASP..134d4201B,0,1,2,0,0
2022PASP..134h2001A,0,0,1,0,0
2022PASP..134h4301T,0,0,0,2,0
2022PASP..134k4507X,0,0,0,3,0
2022PhDT........20R,0,0,2,4,0
2022RAA....22b5007Y,0,0,0,2,0
2022RAA....22d5008L,0,0,1,1,0
2022RAA....22g5017C,0,0,0,3,0
2022RAA....22h5007W,0,0,2,0,0
2022RAA....22i5017M,0,0,2,2,0
2022RAA....22j5006X,0,0,0,1,0
2022RASTI...1...81L,0,0,0,2,0
2022RMxAA..58....3C,0,0,1,1,0
2022RMxAA..58..109A,0,1,0,0,0
2022RMxAA..58..355T,0,0,0,1,0
2022RNAAS...6...33P,0,0,0,2,0
2022RNAAS...6...65M,0,0,0,1,0
2022RNAAS...6..114G,0,0,0,1,0
2022RNAAS...6..125B,0,1,0,0,0
2022RNAAS...6..163G,0,0,0,1,0
2022RNAAS...6..244B,0,0,0,2,0
2022arXiv220312227J,0,0,1,0,0
2022arXiv220710938S,0,0,0,1,0
2022csss.confE.192K,0,0,1,0,0
2022evlb.confE..12E,0,0,0,1,0
2022sf2a.conf..217B,0,0,0,1,0
2023A&A...669A..15Y,0,0,2,0,0
2023A&A...669A..17F,0,0,0,4,0
2023A&A...669A..22P,0,1,0,0,0
2023A&A...669A..38M,0,0,0,1,0
2023A&A...669A..62B,0,0,0,1,0
2023A&A...669A..96D,0,1,0,0,0
2023A&A...669A.104K,0,0,0,9,0
2023A&A...669A.107J,0,1,1,0,0
2023A&A...669A.139S,0,1,0,0,0
2023A&A...669L...4A,0,0,1,0,0
2023A&A...670A..10D,0,0,0,3,0
2023A&A...670A..24S,0,0,0,1,0
2023A&A...670A..88M,0,0,0,3,0
2023A&A...670A..97M,0,1,0,1,0
2023A&A...670A.102G,0,0,1,0,0
2023A&A...670A.106C,0,0,0,1,0
2023A&A...670A.108S,0,0,0,1,0
2023A&A...670A.109S,0,0,0,1,0
2023A&A...670A.127R,0,0,0,1,0
2023A&A...670A.128A,0,0,1,0,0
2023A&A...670A.164P,0,0,0,2,0
2023A&A...670L...7P,0,0,0,2,0
2023A&A...671A..48R,0,0,0,3,0
2023A&A...671A..86D,0,0,0,2,0
2023A&A...671A.139P,0,0,0,1,0
2023A&A...671A.148M,0,0,0,2,0
2023A&A...671A.149F,0,0,0,4,0
2023A&A...671A.150S,0,0,0,1,0
2023A&A...672A..12H,0,3,0,0,0
2023A&A...672A..22B,0,0,0,5,0
2023A&A...672A..69R,1,5,0,0,0
2023A&A...672A.111P,0,0,2,0,0
2023A&A...672A.149F,0,0,0,1,0
2023A&A...672A.158S,0,0,0,2,0
2023A&A...672A.183A,0,0,1,0,0
2023A&A...672A.188O,0,0,0,1,0
2023A&A...673A...4B,0,0,0,1,0
2023A&A...673A..18G,0,0,0,2,0
2023A&A...673A..32M,0,0,0,3,0
2023A&A...673A..41T,0,0,0,3,0
2023A&A...673A..76S,0,0,0,1,0
2023A&A...673A..99U,0,0,1,2,0
2023A&A...673A.114H,0,0,0,4,0
2023A&A...673A.115A,0,1,0,1,0
2023A&A...673A.126M,0,0,0,1,0
2023A&A...673A.135C,0,0,0,1,0
2023A&A...673A.155Q,0,1,0,1,0
2023A&A...673A.156M,0,0,1,1,0
2023A&A...673L..11B,0,0,0,1,0
2023A&A...674A...5K,0,0,0,2,0
2023A&A...674A..21M,0,0,0,5,0
2023A&A...674A..23W,0,0,0,4,0
2023A&A...674A..27A,0,2,0,0,0
2023A&A...674A..28F,0,0,0,5,0
2023A&A...674A..33G,0,0,0,1,0
2023A&A...674A..36G,0,0,0,1,0
2023A&A...674A..37G,0,1,0,3,0
2023A&A...674A..38G,0,0,0,5,0
2023A&A...674A..40G,0,0,0,3,0
2023A&A...674A..55C,0,0,0,8,0
2023A&A...674A..60B,0,0,0,1,0
2023A&A...674A.129W,0,0,0,1,0
2023A&A...674A.169G,0,0,2,0,0
2023A&A...674A.188D,0,0,0,1,0
2023A&A...674A.194B,0,1,0,0,0
2023A&A...674A.202S,0,0,1,2,0
2023A&A...674A.212D,0,0,0,13,0
2023A&A...674C...2H,0,4,0,0,0
2023A&A...675A..22Z,0,0,0,3,0
2023A&A...675A..29M,0,0,0,1,0
2023A&A...675A..49T,0,0,0,1,0
2023A&A...675A..67Q,0,1,0,0,0
2023A&A...675A..79M,0,0,0,1,0
2023A&A...675A.158D,0,0,0,1,0
2023A&A...675A.197K,0,0,0,3,0
2023A&A...675A.199A,0,0,1,2,0
2023A&A...676A...1W,0,4,0,0,0
2023A&A...676A...7M,0,0,0,2,0
2023A&A...676A..10B,0,0,0,1,0
2023A&A...676A..28T,0,1,0,13,0
2023A&A...676A.134P,0,0,0,4,0
2023A&A...677A..29R,0,0,0,4,0
2023A&A...677A..50B,0,0,0,2,0
2023A&A...677A..57D,0,0,0,1,0
2023A&A...677A..59R,0,0,0,1,0
2023A&A...677A..60C,0,0,0,1,0
2023A&A...677A..63M,0,0,1,0,0
2023A&A...677A..74D,0,0,0,1,0
2023A&A...677A..79Y,1,0,0,0,0
2023A&A...677A.118C,0,0,0,1,0
2023A&A...677A.134N,0,0,0,4,0
2023A&A...677A.151E,0,0,0,1,0
2023A&A...677A.162B,0,0,0,1,0
2023A&A...677A.163A,0,2,0,0,0
2023A&A...677A.175W,0,0,0,7,0
2023A&A...677A.182M,0,0,0,2,0
2023A&A...678A..20P,0,0,0,1,0
2023A&A...678A..21A,0,0,7,5,0
2023A&A...678A..46A,0,0,0,1,0
2023A&A...678A..75Z,0,0,0,3,0
2023A&A...678A..89W,0,0,0,1,0
2023A&A...678A.111A,0,1,0,1,0
2023A&A...678A.119S,0,0,1,0,0
2023A&A...678A.172P,0,0,0,2,0
2023A&A...678A.195D,0,0,0,1,0
2023A&A...679A...6M,0,0,0,1,0
2023A&A...679A..33D,0,0,0,1,0
2023A&A...679A..57Z,0,0,0,2,0
2023A&A...679A..71S,0,0,0,1,0
2023A&A...679A.109C,0,2,0,0,0
2023A&A...679A.110G,0,0,1,0,0
2023A&A...679A.122V,0,0,0,1,0
2023A&A...679A.134C,0,0,0,2,0
2023A&A...679L...3Z,0,0,0,2,0
2023A&A...679L..12G,0,0,0,1,0
2023A&A...680A..38G,0,1,0,0,0
2023A&A...680A..39S,0,0,0,1,0
2023A&A...680A..80G,0,0,0,2,0
2023A&A...680A..81R,0,0,0,3,0
2023A&A...680L..18Z,0,0,0,1,0
2023AJ....165....1N,0,0,0,1,0
2023AJ....165....6S,0,0,0,1,0
2023AJ....165...37L,0,0,0,13,0
2023AJ....165...43L,0,0,0,3,0
2023AJ....165...46T,0,0,0,1,0
2023AJ....165...47E,0,0,0,1,0
2023AJ....165...51R,0,0,0,3,0
2023AJ....165...72B,0,0,1,0,0
2023AJ....165...73Z,0,0,0,1,0
2023AJ....165...80P,0,0,0,3,0
2023AJ....165...87V,0,0,0,8,0
2023AJ....165...90M,0,0,1,0,0
2023AJ....165...95T,0,0,0,1,0
2023AJ....165..102S,0,0,0,4,0
2023AJ....165..108B,0,0,0,2,0
2023AJ....165..116L,0,0,0,1,0
2023AJ....165..119Y,0,0,0,1,0
2023AJ....165..130F,0,0,0,3,0
2023AJ....165..135T,0,0,1,0,0
2023AJ....165..148H,0,0,5,0,0
2023AJ....165..163C,0,0,0,13,0
2023AJ....165..164B,0,0,1,1,0
2023AJ....165..167C,0,0,1,1,0
2023AJ....165..205H,0,1,0,1,0
2023AJ....165..212A,0,0,0,2,0
2023AJ....165..216L,0,0,0,2,0
2023AJ....165..218L,0,0,0,2,0
2023AJ....165..229S,0,0,0,2,0
2023AJ....165..235M,0,0,0,2,0
2023AJ....165..269L,0,0,0,6,0
2023AJ....166...12L,0,1,0,0,0
2023AJ....166...23H,0,0,0,2,0
2023AJ....166...29L,0,0,0,2,0
2023AJ....166...30C,0,0,0,5,0
2023AJ....166...44P,0,0,0,3,0
2023AJ....166...65M,0,0,0,1,0
2023AJ....166...78A,0,0,1,1,0
2023AJ....166...79N,0,0,0,4,0
2023AJ....166...87R,0,0,6,16,0
2023AJ....166...90L,0,0,1,0,0
2023AJ....166..110P,0,1,0,0,0
2023AJ....166..126S,0,0,1,0,0
2023AJ....166..127R,0,0,1,0,0
2023AJ....166..143W,0,0,0,1,0
2023AJ....166..175F,0,0,0,2,0
2023AJ....166..183V,0,0,0,5,0
2023AJ....166..193J,0,0,1,0,0
2023AJ....166..198Z,0,0,0,1,0
2023AJ....166..206M,0,0,0,1,0
2023AJ....166..209M,1,1,0,0,0
2023AJ....166..225S,0,0,0,1,0
2023AJ....166..236D,0,0,2,6,0
2023AJ....166..244Y,0,0,1,0,0
2023AJ....166..249H,0,0,0,3,0
2023AJ....166..262B,0,0,7,6,0
2023AJ....166..265M,0,0,0,1,0
2023AJ....166..269B,1,4,1,9,0
2023ARep...67..938K,0,0,0,2,0
2023AcA....73..197K,0,0,0,1,0
2023Ap&SS.368...89K,0,0,1,0,0
2023ApJ...943...23S,0,0,0,8,0
2023ApJ...943...92R,0,0,1,0,0
2023ApJ...943..103A,0,0,0,1,0
2023ApJ...943..107H,0,0,0,1,0
2023ApJ...943..113S,0,0,0,1,0
2023ApJ...943..147S,0,0,0,3,0
2023ApJ...943L..24L,0,0,0,1,0
2023ApJ...944....5B,0,0,3,0,0
2023ApJ...944...57H,0,0,1,0,0
2023ApJ...944...65C,0,0,0,1,0
2023ApJ...944..120L,0,0,0,2,0
2023ApJ...944L..39L,0,0,0,2,0
2023ApJ...944L..51B,0,0,0,2,0
2023ApJ...945...11R,0,0,0,1,0
2023ApJ...945...80C,0,0,0,1,0
2023ApJ...945..112F,0,0,0,2,0
2023ApJ...945..132C,0,0,0,5,0
2023ApJ...945..138H,0,0,1,0,0
2023ApJ...946...61L,0,0,1,3,0
2023ApJ...946...99C,0,0,0,1,0
2023ApJ...946..110Z,0,0,0,1,0
2023ApJ...947...23Z,0,0,0,8,0
2023ApJ...948...14T,0,0,0,1,0
2023ApJ...948...57P,0,0,0,1,0
2023ApJ...948...59C,0,0,0,7,0
2023ApJ...948...60L,0,0,0,1,0
2023ApJ...948..139R,0,0,0,1,0
2023ApJ...948L..17L,0,0,1,0,0
2023ApJ...949...31P,0,0,0,1,0
2023ApJ...949L...9C,0,0,0,1,0
2023ApJ...949L..36L,0,0,0,4,0
2023ApJ...950...42L,0,0,1,1,0
2023ApJ...950...64I,0,0,2,2,0
2023ApJ...950...92T,0,0,0,2,0
2023ApJ...950..142H,0,0,0,1,0
2023ApJ...950..149A,0,0,1,1,0
2023ApJ...951...37B,0,0,0,1,0
2023ApJ...951...90W,0,0,0,7,0
2023ApJ...951..114Z,0,0,3,15,0
2023ApJ...951..128K,0,0,0,2,0
2023ApJ...952...29K,0,0,1,0,0
2023ApJ...952...57R,0,0,0,2,0
2023ApJ...952...66A,0,0,0,2,0
2023ApJ...952L..16P,0,0,0,1,0
2023ApJ...952L..19L,0,0,0,1,0
2023ApJ...953...30H,0,0,0,1,0
2023ApJ...953...78H,0,0,0,1,0
2023ApJ...953..122L,1,1,0,2,0
2023ApJ...953..143F,0,0,0,1,0
2023ApJ...953..145V,0,0,0,2,0
2023ApJ...954...48P,0,0,0,1,0
2023ApJ...954...63R,0,0,0,1,0
2023ApJ...954...82G,0,0,0,1,0
2023ApJ...954...89M,0,0,2,2,0
2023ApJ...954..123P,0,0,1,0,0
2023ApJ...954..134K,0,0,0,6,0
2023ApJ...954..140M,0,0,0,2,0
2023ApJ...954..141S,0,0,0,1,0
2023ApJ...954..198M,0,0,0,4,0
2023ApJ...955...18K,0,0,1,0,0
2023ApJ...955...21Y,0,0,0,1,0
2023ApJ...955...24R,0,0,0,3,0
2023ApJ...955...37O,0,0,0,1,0
2023ApJ...955...69T,0,0,0,2,0
2023ApJ...955..123S,0,0,0,2,0
2023ApJ...955L...6Y,0,0,1,0,0
2023ApJ...955L..13B,0,0,0,4,0
2023ApJ...956..135W,0,0,3,0,0
2023ApJ...957...33D,0,0,0,1,0
2023ApJ...957...65H,0,0,0,2,0
2023ApJ...957...89O,0,0,1,2,0
2023ApJ...957L...5J,0,0,0,1,0
2023ApJ...958...51D,0,0,1,0,0
2023ApJ...959...29R,0,0,0,1,0
2023ApJ...959...37K,0,0,0,8,0
2023ApJ...959...60P,0,0,0,2,0
2023ApJ...959..102D,0,1,1,0,0
2023ApJS..264...17Z,0,0,1,0,0
2023ApJS..264...41Y,0,0,0,5,0
2023ApJS..265...50C,0,0,1,1,0
2023ApJS..265...59Z,0,0,0,9,0
2023ApJS..266....4L,0,0,0,4,0
2023ApJS..266...14T,0,0,1,0,0
2023ApJS..266...34G,0,0,0,2,0
2023ApJS..266...40W,0,0,0,2,0
2023ApJS..267...44A,0,0,7,0,0
2023ApJS..268...29S,0,0,0,1,0
2023ApJS..268...41M,0,1,0,0,0
2023ApJS..268...61Z,0,0,1,0,0
2023ApJS..269...32S,0,0,0,2,0
2023AstBu..78..119R,0,0,0,1,0
2023AstBu..78..348I,0,0,0,1,0
2023AstBu..78..550G,1,0,2,3,0
2023AstL...49..240S,0,0,1,0,0
2023AstL...49..331T,0,0,0,1,0
2023BlgAJ..39...58Z,0,0,0,1,0
2023FrASS..1022980M,0,0,0,1,0
2023JAVSO..51...14B,0,0,0,1,0
2023JAVSO..51..227B,0,0,0,1,0
2023JApA...44...23D,0,0,0,1,0
2023JApA...44...41H,0,1,0,0,0
2023JApA...44...46S,0,0,0,2,0
2023JApA...44...66K,0,0,0,1,0
2023JApA...44...68K,0,1,0,0,0
2023JApA...44...71M,0,0,1,0,0
2023JApA...44...75N,0,0,0,4,0
2023JApA...44...76P,0,0,0,1,0
2023JApA...44...83N,0,0,1,1,0
2023JHEAp..38...22B,0,0,0,1,0
2023JKAS...56..253C,0,0,0,1,0
2023MNRAS.518....1S,0,0,2,0,0
2023MNRAS.518..642J,0,0,3,3,0
2023MNRAS.518..662B,0,0,0,2,0
2023MNRAS.518..669D,0,0,0,8,0
2023MNRAS.518..900K,0,0,3,0,0
2023MNRAS.518.1472Y,0,0,1,0,0
2023MNRAS.518.2320D,0,0,0,1,0
2023MNRAS.518.2614M,0,0,0,2,0
2023MNRAS.518.2627V,0,0,1,0,0
2023MNRAS.518.2761F,0,0,0,1,0
2023MNRAS.518.3301F,1,0,0,0,0
2023MNRAS.518.3541G,0,0,0,2,0
2023MNRAS.518.4249G,0,0,0,2,0
2023MNRAS.518.4466A,0,0,1,0,0
2023MNRAS.518.4557S,0,3,1,0,0
2023MNRAS.518.4861T,0,0,0,2,0
2023MNRAS.518.5089C,0,0,1,0,0
2023MNRAS.518.5414R,0,0,1,0,0
2023MNRAS.518.5552Y,0,0,0,5,0
2023MNRAS.518.6200B,0,0,0,1,0
2023MNRAS.518.6223I,0,2,0,0,0
2023MNRAS.519..432L,0,0,0,1,0
2023MNRAS.519..995L,0,0,0,3,0
2023MNRAS.519.3958I,0,0,0,2,0
2023MNRAS.519.4982D,0,1,0,1,0
2023MNRAS.519.5271C,0,0,0,1,0
2023MNRAS.519.5554A,0,0,1,0,0
2023MNRAS.519.5922R,0,0,0,2,0
2023MNRAS.519.6044A,0,0,1,0,0
2023MNRAS.520..281K,0,0,1,1,0
2023MNRAS.520..773R,0,0,0,4,0
2023MNRAS.520..917D,0,0,1,0,0
2023MNRAS.520.1092L,0,0,0,1,0
2023MNRAS.520.1193H,0,0,0,1,0
2023MNRAS.520.1390S,0,0,0,4,0
2023MNRAS.520.1872B,0,0,1,5,0
2023MNRAS.520.2269S,0,0,0,1,0
2023MNRAS.520.3510K,0,0,1,0,0
2023MNRAS.520.4154M,0,0,0,1,0
2023MNRAS.520.4235S,0,0,0,2,0
2023MNRAS.520.6091D,0,0,0,1,0
2023MNRAS.521...35I,0,0,0,1,0
2023MNRAS.521..558R,0,0,0,1,0
2023MNRAS.521..585C,0,0,0,1,0
2023MNRAS.521.1674C,0,0,0,2,0
2023MNRAS.521.1958T,0,0,0,1,0
2023MNRAS.521.2408K,0,0,1,1,0
2023MNRAS.521.2729R,0,0,0,3,0
2023MNRAS.521.2874R,0,0,0,4,0
2023MNRAS.521.2988R,0,0,0,1,0
2023MNRAS.521.3323M,0,0,0,1,0
2023MNRAS.521.4247D,0,0,0,3,0
2023MNRAS.521.4323E,0,0,0,1,0
2023MNRAS.521.5232W,0,0,0,1,0
2023MNRAS.521.5255W,0,0,0,2,0
2023MNRAS.521.5418P,0,0,0,1,0
2023MNRAS.521.5453S,0,0,0,1,0
2023MNRAS.521.5669C,0,0,0,1,0
2023MNRAS.521.5927J,0,0,0,1,0
2023MNRAS.521.6156J,0,0,0,1,0
2023MNRAS.522..750D,0,0,1,0,0
2023MNRAS.522.1049M,0,0,0,3,0
2023MNRAS.522.1504K,0,0,1,2,0
2023MNRAS.522.1643C,0,0,1,0,0
2023MNRAS.522.1662N,0,0,0,1,0
2023MNRAS.522.2181K,0,0,0,1,0
2023MNRAS.522.3124Q,0,1,0,4,0
2023MNRAS.522.3784W,0,0,1,0,0
2023MNRAS.522.4499D,0,0,0,1,0
2023MNRAS.522.5608S,0,0,1,0,0
2023MNRAS.522.6102T,0,0,0,1,0
2023MNRAS.522.6115S,0,0,1,1,0
2023MNRAS.523..163M,0,0,0,3,0
2023MNRAS.523..305T,0,0,0,1,0
2023MNRAS.523.1089A,0,0,5,4,0
2023MNRAS.523.1192S,0,0,0,2,0
2023MNRAS.523.1601A,0,0,0,1,0
2023MNRAS.523.1661N,0,0,1,0,0
2023MNRAS.523.1867R,0,2,1,0,0
2023MNRAS.523.2369S,1,0,3,1,0
2023MNRAS.523.2641R,0,0,0,1,0
2023MNRAS.523.2934A,0,0,0,3,0
2023MNRAS.523.3192M,0,0,0,2,0
2023MNRAS.523.3441T,0,1,0,0,0
2023MNRAS.523.3538N,0,0,1,0,0
2023MNRAS.523.3885S,0,1,0,0,0
2023MNRAS.523.4049L,0,0,0,2,0
2023MNRAS.523.4067W,0,0,0,1,0
2023MNRAS.523.4520T,0,0,0,1,0
2023MNRAS.523.4624V,0,0,0,1,0
2023MNRAS.523.5148G,0,0,0,1,0
2023MNRAS.523.5306F,0,0,0,1,0
2023MNRAS.523.5388M,0,0,0,2,0
2023MNRAS.523.5661W,0,0,0,7,0
2023MNRAS.523.5947S,0,0,3,0,0
2023MNRAS.523.6114N,0,0,0,1,0
2023MNRAS.524.1031Y,0,0,0,1,0
2023MNRAS.524.1219K,0,0,0,3,0
2023MNRAS.524.1547B,0,0,0,2,0
2023MNRAS.524.1601M,0,0,0,1,0
2023MNRAS.524.1826O,0,0,0,1,0
2023MNRAS.524.2004M,0,0,0,1,0
2023MNRAS.524.2088L,0,0,0,1,0
2023MNRAS.524.3020K,0,0,0,1,0
2023MNRAS.524.3344N,0,0,0,1,0
2023MNRAS.524.3526M,0,1,0,0,0
2023MNRAS.524.3596D,0,0,0,1,0
2023MNRAS.524.4168A,0,0,0,1,0
2023MNRAS.524.4220P,0,0,0,2,0
2023MNRAS.524.4867I,0,0,3,2,0
2023MNRAS.524.5166N,0,0,0,6,0
2023MNRAS.524.5213S,0,0,0,1,0
2023MNRAS.524.5658B,0,0,0,1,0
2023MNRAS.524.5954I,0,0,3,0,0
2023MNRAS.525..107C,0,0,0,2,0
2023MNRAS.525..561E,0,1,0,0,0
2023MNRAS.525.1311P,0,0,1,1,0
2023MNRAS.525.1498Z,0,0,0,2,0
2023MNRAS.525.1588J,0,0,3,0,0
2023MNRAS.525.1641N,0,0,0,1,0
2023MNRAS.525.1814M,0,0,0,1,0
2023MNRAS.525.2585N,0,0,0,1,0
2023MNRAS.525.3318H,1,0,0,5,0
2023MNRAS.525.3344D,0,0,0,2,0
2023MNRAS.525.3597I,0,0,1,2,0
2023MNRAS.525.3718S,0,0,0,1,0
2023MNRAS.525.3923D,0,0,0,1,0
2023MNRAS.525.3963K,0,0,2,8,0
2023MNRAS.525.4186N,0,0,0,1,0
2023MNRAS.525.4554M,0,0,0,4,0
2023MNRAS.525.4566A,0,0,0,3,0
2023MNRAS.525.5378N,0,0,0,1,0
2023MNRAS.526..771M,0,0,0,1,0
2023MNRAS.526..918G,0,0,1,0,0
2023MNRAS.526..942A,0,0,0,1,0
2023MNRAS.526.1057R,0,0,0,1,0
2023MNRAS.526.2167N,0,0,0,2,0
2023MNRAS.526.2378L,0,0,0,1,0
2023MNRAS.526.2560S,0,0,1,1,0
2023MNRAS.526.2830C,0,0,0,5,0
2023MNRAS.526.3637L,0,0,0,1,0
2023MNRAS.526.4961R,0,0,0,1,0
2023MNRAS.526.5110E,0,0,0,1,0
2023MNRAS.526.5976S,0,1,0,0,0
2023MNRAS.526.6381S,0,0,0,3,0
2023MNRAS.526L.129V,0,0,0,2,0
2023NatAs...7..223L,0,0,0,1,0
2023NewA...9801924Z,0,0,0,1,0
2023NewA...9801943P,0,0,0,1,0
2023NewA..10001968K,0,0,2,3,0
2023NewA..10402062R,0,0,0,1,0
2023OEJV..237....1L,0,0,0,1,0
2023OJAp....6E..28E,1,2,0,0,0
2023PARep...1...11D,0,1,1,0,0
2023PASA...40...23G,0,0,0,2,0
2023PASA...40...25G,0,0,1,0,0
2023PASA...40...36D,0,0,0,8,0
2023PASJ...75..208S,0,3,0,0,0
2023PASJ...75..250K,0,0,1,0,0
2023PASJ...75..269T,0,0,0,1,0
2023PASJ...75..619T,0,0,0,1,0
2023PASP..135b4503M,0,0,0,2,0
2023PASP..135d4502S,0,0,0,4,0
2023PhDT.........1C,0,0,1,0,0
2023PhDT.........2C,0,0,2,2,0
2023RAA....23a5002S,0,0,2,0,0
2023RAA....23e5001M,0,0,2,0,0
2023RAA....23e5008Q,0,0,0,2,0
2023RAA....23e5011D,0,0,0,1,0
2023RAA....23i5015S,0,0,0,1,0
2023RNAAS...7..267P,0,0,0,1,0
2023arXiv230204703E,1,1,4,0,0
2023arXiv230302211L,0,1,0,0,0
2023arXiv230501695R,0,0,0,1,0
2023arXiv230609166L,0,0,1,1,0
2023arXiv230714875C,0,0,0,1,0
2023arXiv231103700R,0,0,0,1,0
2023mpdh.confE...4W,0,0,1,0,0
2024A&A...681A..21S,0,0,0,1,0
2024A&A...681A..47V,0,0,0,1,0
2024A&A...681A..50W,0,0,0,1,0
2024A&A...681A..83G,0,1,1,0,0
2024A&A...681A..85B,0,0,0,1,0
2024A&A...681A.111T,0,0,0,1,0
2024A&A...682A...1R,0,0,0,2,0
2024A&A...682A..55M,0,0,0,1,0
2024A&A...682A..75L,0,0,0,1,0
2024A&A...682A..92H,0,0,0,0,1
2024A&A...682A.133K,0,0,0,1,0
2024A&A...682A.136C,0,0,0,2,0
2024A&A...682A.151S,0,0,0,1,0
2024A&A...682A.161S,0,0,0,1,0
2024A&A...682A.178V,0,0,0,1,0
2024A&A...682L..21C,0,0,0,3,0
2024A&A...683A..21M,0,0,0,1,0
2024A&A...683A..29L,0,0,1,0,0
2024A&A...683A..45A,0,0,1,1,0
2024A&A...683A..49Z,0,0,0,1,0
2024A&A...683A..72C,0,0,0,1,0
